%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	Anomalia refinada de Bouguer (mGal) - zero tide
-27.17461468	-52.33889402	-61.74139696
-27.16992495	-52.27417353	-65.06197630
-27.11381410	-52.45189457	-65.42719015
-27.11267435	-52.38964416	-65.26325597
-27.11781458	-52.33064373	-66.29493622
-27.11559476	-52.26978325	-67.27911178
-27.06411393	-52.45387442	-67.63200817
-27.06636415	-52.39687403	-67.27632880
-27.06117440	-52.31864340	-71.42836892
-27.06295466	-52.26675293	-68.31278188
-27.01459373	-52.45539417	-70.46252012
-27.00781401	-52.38914362	-69.53464340
-27.00767416	-52.32812317	-72.48367839
-27.00859435	-52.27092269	-72.78920821
-27.01009460	-52.21703228	-62.24235006
-27.00470482	-52.15428181	-56.64652323
-27.01078503	-52.09075129	-60.85337124
-27.01595528	-52.03181092	-59.78901719
-27.05184474	-52.21898254	-62.73614910
-27.06175506	-52.15303201	-58.30969885
-27.06323524	-52.09523161	-62.84105301
-27.06173544	-52.02642109	-59.22332471
-27.11859495	-52.21626282	-63.16658342
-27.11559526	-52.14653228	-59.94925440
-27.11670542	-52.08726177	-61.97750946
-27.11745568	-52.03237136	-59.20711275
-27.16909517	-52.21423300	-64.35566730
-27.17428537	-52.15325259	-65.39449494
-27.17581568	-52.08898206	-65.31555360
-27.17995587	-52.02384157	-58.55293766
-27.21661528	-52.21917333	-63.27873086
-27.22556556	-52.15542288	-63.81674072
-27.22909575	-52.10228241	-63.55813370
-27.23059607	-52.03070184	-55.85000148
-27.27734549	-52.21167348	-62.79418507
-27.28781582	-52.15531311	-63.49322086
-27.27839595	-52.08956259	-58.69478400
-27.28111623	-52.03106211	-53.23549156
-27.34381573	-52.20809376	-63.52736225
-27.33178589	-52.15012325	-63.15345151
-27.33853615	-52.09070283	-55.57677802
-27.33314641	-52.03203236	-52.14349462
-27.38514585	-52.21273407	-64.90133664
-27.39192608	-52.15253353	-62.68870293
-27.39414632	-52.09578318	-55.39111719
-27.39325662	-52.02603262	-51.43548939
-27.44547601	-52.21895431	-61.96541159
-27.43559629	-52.14592378	-57.77475321
-27.44611649	-52.10020344	-54.58473736
-27.43917668	-52.03373290	-53.39762294
-27.49903622	-52.22153464	-58.82137154
-27.49875646	-52.15103409	-55.17826042
-27.48984666	-52.08692354	-52.31669212
-27.49467693	-52.03295313	-57.17041804
-27.49661710	-51.97167267	-62.52698309
-27.49823734	-51.91381223	-63.09657186
-27.49834755	-51.84956174	-68.10213759
-27.49806784	-51.79053125	-74.78856576
-27.44323691	-51.97509242	-57.73472184
-27.44461716	-51.90964188	-63.75865665
-27.44845737	-51.85392151	-67.73837364
-27.44511766	-51.78970097	-72.89402859
-27.39281681	-51.97256216	-54.43844618
-27.38381700	-51.91670166	-59.24091464
-27.39675721	-51.85042126	-65.85419023
-27.39350746	-51.79387079	-70.70548498
-27.33509663	-51.97148186	-52.49635997
-27.33603680	-51.90748141	-58.37281160
-27.34320707	-51.84492097	-64.47747639
-27.33503725	-51.78595042	-67.85814969
-27.28067637	-51.97017167	-49.00746298
-27.28159666	-51.91187120	-55.51982625
-27.27881682	-51.85075068	-63.00610352
-27.28645712	-51.78850023	-65.88756183
-27.22684618	-51.97803140	-48.18319988
-27.22420646	-51.90501088	-50.52053726
-27.23267669	-51.84698043	-60.98621564
-27.22772691	-51.78895000	-68.71743199
-27.16897604	-51.97148112	-52.59425145
-27.17920631	-51.90798069	-50.31806778
-27.17364648	-51.84948019	-55.33643660
-27.16939668	-51.78838972	-64.28095260
-27.12089586	-51.97478092	-55.26738965
-27.12517605	-51.92545059	-52.45435926
-27.12461632	-51.84016985	-56.93114043
-27.12623653	-51.78894951	-63.06603398
-27.06209569	-51.97039062	-58.35794274
-27.06567598	-51.89317006	-59.44269366
-27.06425610	-51.85513977	-58.66823307
-27.06647635	-51.78941927	-64.88429826
-27.01220552	-51.96053031	-57.16344934
-27.00995571	-51.90822987	-58.34114523
-27.00536600	-51.83872931	-61.67831449
-27.01311616	-51.78530893	-63.86194162
-27.01292637	-51.72863853	-65.35420550
-27.01809664	-51.66575807	-71.20513126
-27.01881683	-51.59877754	-76.58797630
-27.00753701	-51.54597700	-80.29449270
-27.05998651	-51.73550878	-66.61595288
-27.06711678	-51.66288821	-72.55107093
-27.06486701	-51.60833776	-77.49288210
-27.05731726	-51.53802722	-81.77911124
-27.12461673	-51.72686896	-69.54905701
-27.11503696	-51.66527847	-74.20934636
-27.11564718	-51.60505796	-78.21194137
-27.12998748	-51.54641760	-82.22150327
-27.17470693	-51.73219926	-71.15334406
-27.17942721	-51.66372871	-77.51026948
-27.17150744	-51.59883816	-79.89499852
-27.17809758	-51.54333782	-82.28357083
-27.22675716	-51.72561949	-74.46301737
-27.22675731	-51.67308903	-76.78534768
-27.23734754	-51.61161856	-79.78617721
-27.23128787	-51.53955800	-83.67429559
-27.28117732	-51.72122966	-73.66922303
-27.28367751	-51.66116926	-80.66207092
-27.28686778	-51.60472881	-82.42611065
-27.28220797	-51.54330833	-87.94627450
-27.33873746	-51.73220001	-74.30998519
-27.33514768	-51.66480952	-81.39030799
-27.33695796	-51.60469899	-83.91430643
-27.34517819	-51.54530855	-86.08952021
-27.39361764	-51.73120026	-75.86084475
-27.38586789	-51.66569970	-80.99721165
-27.38903810	-51.61538932	-83.28351972
-27.38286825	-51.54894877	-86.05570412
-27.44231784	-51.73387054	-77.41323438
-27.44897803	-51.66881006	-83.62175155
-27.46073830	-51.60919962	-83.13079569
-27.44445846	-51.54897907	-84.81697188
-27.49931805	-51.72770073	-80.44194650
-27.49922828	-51.65967016	-83.42105163
-27.45134870	-51.48900864	-85.82645821
-27.44131887	-51.43636817	-88.50966587
-27.44756921	-51.35900750	-89.74976819
-27.44486937	-51.31902721	-91.52968729
-27.38900853	-51.48633825	-90.29476021
-27.38900879	-51.42100777	-89.30951732
-27.38256895	-51.35944721	-88.94791777
-27.38811915	-51.30980685	-89.37813735
-27.33542836	-51.49072809	-91.21188354
-27.32820855	-51.42677758	-90.09422246
-27.33175877	-51.35827698	-90.50349086
-27.32511908	-51.28147635	-92.50515366
-27.28228815	-51.49283785	-87.31933091
-27.28747838	-51.42633735	-88.85053195
-27.27384862	-51.36241682	-90.64987757
-27.28978881	-51.32136655	-92.49277469
-27.22228797	-51.48991761	-85.76756439
-27.22689819	-51.42152708	-88.18252948
-27.23017847	-51.35916657	-92.82321896
-27.23064862	-51.30733616	-96.11894148
-27.17398785	-51.49019734	-84.42525030
-27.17092806	-51.42541682	-87.65385498
-27.17689825	-51.36497641	-95.57012254
-27.17911850	-51.30147591	-101.84529866
-27.12606767	-51.48694707	-85.76157788
-27.11895790	-51.41447650	-91.87100803
-27.12056808	-51.35980607	-96.06937475
-27.12456834	-51.29877561	-102.88037944
-27.06642749	-51.48550682	-85.56291702
-27.05753766	-51.42244635	-89.54067872
-27.06856793	-51.35952588	-94.96088991
-27.06700813	-51.29983530	-105.34647749
-27.01011723	-51.48538661	-84.10857684
-27.01386748	-51.42849615	-85.56790425
-27.01592768	-51.36319560	-92.64833767
-27.01453786	-51.30527517	-102.24490997
-27.01295811	-51.24627469	-105.77732618
-27.01850834	-51.18766425	-109.46849179
-27.01961861	-51.11361371	-108.39455066
-27.01022882	-51.05599319	-102.73076159
-27.06395836	-51.24302487	-108.74161609
-27.06886854	-51.18391442	-108.70086337
-27.06464874	-51.11250383	-106.10757482
-27.07245898	-51.06513347	-101.36343464
-27.12184853	-51.23983510	-106.25454432
-27.11800876	-51.18072466	-107.02460282
-27.12245896	-51.11913416	-103.29296769
-27.12706918	-51.06233369	-98.06927918
-27.17784873	-51.24150538	-103.01424295
-27.18595892	-51.18424496	-104.83208462
-27.17761910	-51.11750439	-100.57128994
-27.17739930	-51.06238392	-94.67959557
-27.23150883	-51.24163558	-100.06446276
-27.24534913	-51.17977518	-101.05586807
-27.22570923	-51.12486470	-99.93229206
-27.22792956	-51.05677409	-94.30188961
-27.27756898	-51.25438592	-97.32809429
-27.30445930	-51.18488552	-96.09663058
-27.28886948	-51.12247490	-96.53362976
-27.29120982	-51.03533428	-93.55321276
-27.33645916	-51.25072621	-93.08644732
-27.33842940	-51.19280575	-94.69085239
-27.32884956	-51.13052515	-94.62243978
-27.33867992	-51.05958467	-92.72726005
-27.40061948	-51.23858639	-93.44565853
-27.39464962	-51.18722595	-93.31793334
-27.38931987	-51.11958541	-92.87194076
-27.38915010	-51.05455483	-92.77336161
-27.44778956	-51.24772668	-92.69329867
-27.45503985	-51.18969625	-91.83434246
-27.44648006	-51.11872562	-90.16366942
-27.44179030	-51.05627511	-89.58176699
-27.49574003	-51.18205636	-97.02082398
-26.95192361	-52.45003387	-70.73615824
-26.95245382	-52.39098337	-74.03221677
-26.96539408	-52.32059291	-75.37805859
-26.94245423	-52.26403241	-75.48069933
-26.90017340	-52.44389355	-72.08072339
-26.89778362	-52.38353306	-75.45495952
-26.90025387	-52.32770270	-77.00701708
-26.89875410	-52.26134215	-77.28479424
-26.84728319	-52.45084344	-72.72985017
-26.84556344	-52.39470298	-75.58216356
-26.84681361	-52.32848247	-78.33258226
-26.84711385	-52.26864200	-78.06296007
-26.78639299	-52.46098322	-74.99460425
-26.79081330	-52.39112268	-74.55403342
-26.79778348	-52.33503232	-78.38136903
-26.80911377	-52.26984184	-80.41780484
-26.73398282	-52.44706288	-74.49111028
-26.73525310	-52.38437237	-76.48597442
-26.74520328	-52.33406202	-80.26866959
-26.73603355	-52.26909150	-85.91401957
-26.68375273	-52.43423257	-73.52617666
-26.67584287	-52.39173218	-76.37920377
-26.68370308	-52.32734171	-81.45246815
-26.68028338	-52.25820112	-91.64569754
-26.63286254	-52.44992244	-72.42898481
-26.61914270	-52.37528180	-80.00237593
-26.62356298	-52.31798134	-87.23692326
-26.63400318	-52.26962099	-89.90310336
-26.56522235	-52.43545199	-75.69094158
-26.58334264	-52.37062164	-83.07177552
-26.57559280	-52.32231123	-86.90678415
-26.58022302	-52.27056079	-86.85294387
-26.50664209	-52.44151181	-78.70476114
-26.51928239	-52.38695140	-82.25117036
-26.51748255	-52.32645093	-81.25096401
-26.51470280	-52.25462043	-72.48304463
-26.46281196	-52.44284162	-79.26258470
-26.46236217	-52.37989111	-78.82527050
-26.46759239	-52.32701074	-77.03318257
-26.45636255	-52.26206020	-67.29969003
-26.41136184	-52.44070138	-77.77615285
-26.40931199	-52.37712090	-80.36582111
-26.40756218	-52.32995052	-77.07989948
-26.40392232	-52.27162003	-70.97510805
-26.35189140	-52.50406156	-81.07330276
-26.34920159	-52.43281098	-81.94385291
-26.35170171	-52.39814082	-81.88468215
-26.36006210	-52.31100009	-77.12204494
-26.36123227	-52.26505978	-72.97112029
-26.29775124	-52.49373125	-86.29826764
-26.30586142	-52.43981090	-84.24885322
-26.30198159	-52.39167054	-82.16302095
-26.31472188	-52.32170005	-79.03839989
-26.30348207	-52.25888946	-75.98743127
-26.24389101	-52.49800111	-92.40162899
-26.24148118	-52.44900074	-90.53245581
-26.24089149	-52.37695010	-87.17316186
-26.24556174	-52.29794952	-81.43176297
-26.18184082	-52.49459078	-91.31917359
-26.19725114	-52.43117041	-90.24278640
-26.19978129	-52.37305991	-87.79024671
-26.19578139	-52.33661961	-86.26156911
-26.20439172	-52.25172901	-83.95243499
-26.13522066	-52.48978050	-86.74081899
-26.13045090	-52.43989009	-88.63369224
-26.14331108	-52.38186977	-89.61392772
-26.15072134	-52.31263921	-86.82071605
-26.15303156	-52.25424879	-86.83814392
-26.09123054	-52.49767046	-84.69428161
-26.08828066	-52.44183995	-87.02168623
-26.06531073	-52.40711960	-88.63479499
-26.07750108	-52.32875908	-88.88959586
-26.06950125	-52.26527847	-91.16691606
-26.01992027	-52.49720014	-85.10917538
-26.02711052	-52.43194964	-84.86874849
-26.04061079	-52.37705922	-87.02056093
-26.02045090	-52.32008871	-87.79630735
-26.02972116	-52.25974835	-89.07684870
-26.03231133	-52.20936790	-91.24664611
-26.03789160	-52.14394739	-92.23341046
-26.04309180	-52.06941693	-95.15922027
-26.03236195	-52.02427649	-94.21144790
-26.08789159	-52.19544803	-91.81395229
-26.08500170	-52.14897764	-91.76227271
-26.08178188	-52.09441726	-90.75397719
-26.08484212	-52.03388679	-90.26738889
-26.14472175	-52.19652827	-89.93302728
-26.13986195	-52.14402788	-88.28630566
-26.14239219	-52.08108738	-89.03152323
-26.13900235	-52.01852685	-89.17410840
-26.19948189	-52.19777860	-84.18021990
-26.18770213	-52.14158805	-86.46187050
-26.20123233	-52.07966763	-86.04989234
-26.19356247	-52.03300726	-85.66359430
-26.24350209	-52.20125876	-81.20348975
-26.25184233	-52.14516835	-82.11166927
-26.24934247	-52.08027784	-80.95057551
-26.24681266	-52.02511745	-82.64731100
-26.30745234	-52.20027901	-74.74866492
-26.30045246	-52.14233861	-76.47461796
-26.30195269	-52.07074798	-79.30603196
-26.31050290	-52.02061762	-79.19376080
-26.36939251	-52.20791936	-69.28657786
-26.35884269	-52.13986885	-70.52219577
-26.36114287	-52.08691838	-74.18153403
-26.36845314	-52.00724780	-79.99908015
-26.41881265	-52.21469960	-65.46302837
-26.41631286	-52.14808908	-67.51359808
-26.41222300	-52.09116861	-72.86223561
-26.41192334	-52.01263800	-80.54562675
-26.45722284	-52.19891969	-62.69818001
-26.47148306	-52.15061936	-67.19594392
-26.47211323	-52.08283880	-75.16404933
-26.46981347	-52.02166833	-77.46840986
-26.53103303	-52.20778007	-70.70487333
-26.51356317	-52.13877949	-70.20372614
-26.51973339	-52.09213918	-73.50282100
-26.52170364	-52.03486865	-75.83926689
-26.57792312	-52.22550039	-81.99069522
-26.57678332	-52.16586999	-75.13912920
-26.58064366	-52.08705931	-75.66153137
-26.57320384	-52.01113875	-78.55023562
-26.63150340	-52.20848059	-89.89979729
-26.64042357	-52.15092011	-85.34326536
-26.63461383	-52.08266955	-81.97455826
-26.63634402	-52.03027911	-81.35465553
-26.68589359	-52.20762073	-91.97634315
-26.68967390	-52.12306015	-87.19649108
-26.67698397	-52.08194972	-85.80899122
-26.68245416	-52.03058938	-83.48084041
-26.73361377	-52.17867076	-90.62181737
-26.73842396	-52.15175054	-89.93565617
-26.74150419	-52.08239006	-82.23786874
-26.74189442	-52.02369958	-78.66797945
-26.79581396	-52.20367129	-82.01094220
-26.80259418	-52.14323078	-78.68095595
-26.79114435	-52.09539041	-80.45772581
-26.79914463	-52.02327984	-70.79501483
-26.85439409	-52.20303151	-77.44407739
-26.85014427	-52.14917103	-71.78655737
-26.85353451	-52.08395054	-64.85566327
-26.84831471	-52.03195012	-64.70611501
-26.89092429	-52.20084159	-74.54414639
-26.89900446	-52.15517135	-69.10138400
-26.90803475	-52.09084089	-64.84126630
-26.89953491	-52.02792028	-64.35606674
-26.95986446	-52.20598206	-68.05723856
-26.95661470	-52.15375157	-64.29385291
-26.96009488	-52.08803109	-63.02899905
-26.94478505	-52.03126057	-63.02639388
-26.94600533	-51.95886996	-61.00328965
-26.96434560	-51.90077964	-60.87326796
-26.95609569	-51.85536923	-61.55356315
-26.95784604	-51.77869867	-68.23085847
-26.90439516	-51.97111989	-60.30901434
-26.90831540	-51.90599940	-60.85318732
-26.89939548	-51.85761902	-64.64937628
-26.90695585	-51.77838839	-67.08374828
-26.85359492	-51.97016970	-61.59828028
-26.85547517	-51.90236918	-60.18551132
-26.85600546	-51.84633872	-62.66180928
-26.85106556	-51.79086824	-66.59281813
-26.78120466	-51.98363942	-67.39819375
-26.79489501	-51.89319879	-60.19034823
-26.79414520	-51.84236839	-62.07932949
-26.80525541	-51.78536802	-65.35375496
-26.73961457	-51.96366909	-71.60165628
-26.73686481	-51.90405867	-65.09217339
-26.74250499	-51.84777816	-61.59460901
-26.73547520	-51.78013765	-62.22796620
-26.70372447	-51.96674898	-74.35966137
-26.68950466	-51.90472846	-70.51319806
-26.69950491	-51.82588789	-64.89964152
-26.69897516	-51.76894735	-64.20266537
-26.63750429	-51.95819857	-78.65048160
-26.63236447	-51.90502816	-77.25895708
-26.63347466	-51.84372769	-73.86903927
-26.64042488	-51.78919728	-68.24538265
-26.56595406	-51.95875826	-81.19488449
-26.57595423	-51.90400789	-79.32955205
-26.57553445	-51.84122744	-75.73736039
-26.58561472	-51.77536695	-71.68403193
-26.51159387	-51.95244799	-77.88215135
-26.53695407	-51.91280778	-76.78622815
-26.52231422	-51.84788723	-71.63759709
-26.52067445	-51.78691672	-70.82767524
-26.46520365	-51.95938781	-80.30812277
-26.48084400	-51.88666737	-72.72212120
-26.46892411	-51.84327691	-66.02884163
-26.46145424	-51.79527656	-69.16780299
-26.41481356	-51.94361748	-84.34822225
-26.42136370	-51.91416733	-80.86917218
-26.40725388	-51.85011671	-72.78164942
-26.41925418	-51.78341623	-67.88737898
-26.37653345	-51.94822738	-83.96321223
-26.36239354	-51.90913702	-85.01899446
-26.36039377	-51.82250635	-76.89322905
-26.36053393	-51.78583608	-71.69757874
-26.30631317	-51.96011719	-85.03481936
-26.29539325	-51.90894672	-86.95929639
-26.30289350	-51.84336620	-85.46858701
-26.30253380	-51.77933573	-79.89253559
-26.25809300	-51.96105694	-83.32833748
-26.25264318	-51.90072643	-88.28767315
-26.24784330	-51.84649605	-88.66788561
-26.22420348	-51.78094539	-84.81902084
-26.21003288	-51.95341667	-92.43139734
-26.20800298	-51.91130637	-86.36711076
-26.16923321	-51.82136547	-82.74558094
-26.18861332	-51.79486543	-82.89767473
-26.13764250	-51.96363646	-89.11648722
-26.14750290	-51.88675595	-87.42826386
-26.14759294	-51.85213565	-86.97379942
-26.16320326	-51.77963518	-79.88146118
-26.08909235	-51.96116624	-90.56466415
-26.10553263	-51.91138591	-90.13927670
-26.10381282	-51.83894539	-87.05392299
-26.09689308	-51.77533479	-82.69752307
-26.02986218	-51.94833589	-93.01467205
-26.01806260	-51.83683500	-94.46958273
-26.03261283	-51.77494452	-87.50214976
-26.03328300	-51.72519416	-84.21226114
-26.03839317	-51.67433376	-82.01125847
-26.05878352	-51.59822325	-82.60096555
-26.03659373	-51.53691273	-80.78867606
-26.08534320	-51.72741441	-79.55352200
-26.09800349	-51.66372397	-81.83846406
-26.08775367	-51.58911338	-83.97052090
-26.09384390	-51.54188296	-82.93036666
-26.14086337	-51.72291465	-80.50880302
-26.14936382	-51.60669369	-81.38076118
-26.14909407	-51.54294324	-82.97554461
-26.21028367	-51.71024477	-80.32663087
-26.20503380	-51.65686434	-81.42644711
-26.20895409	-51.58738382	-80.46805089
-26.19831421	-51.53902342	-82.01145900
-26.24061402	-51.62958434	-80.10663090
-26.23539420	-51.59474396	-80.46883779
-26.25111444	-51.54419371	-80.14501699
-26.31161412	-51.67561492	-74.56350455
-26.32309445	-51.59447443	-74.03589910
-26.29100454	-51.55416393	-78.23678972
-26.37656423	-51.72044561	-70.73219631
-26.36286432	-51.68125521	-71.78633420
-26.38231472	-51.57599448	-73.99918958
-26.37675487	-51.54025419	-73.67973787
-26.42170441	-51.71438570	-70.26594885
-26.39609452	-51.65280515	-72.89259156
-26.41459480	-51.58788475	-72.81816613
-26.42873503	-51.54063447	-72.99131197
-26.46217456	-51.70836585	-70.55865701
-26.47467470	-51.66602562	-72.82746292
-26.44895500	-51.56927472	-71.96335047
-26.46684521	-51.52713444	-71.19885495
-26.52445473	-51.72044624	-70.94713536
-26.52906500	-51.65552577	-72.66013924
-26.54475518	-51.60183540	-72.12683026
-26.57472494	-51.71722639	-69.93709390
-26.56842507	-51.65794590	-73.92167321
-26.58014535	-51.59972554	-70.97830157
-26.58111548	-51.55702520	-70.68306912
-26.62989505	-51.72869678	-67.95159090
-26.63831533	-51.66386633	-68.29308333
-26.62870557	-51.58619561	-69.14576534
-26.65364586	-51.52950533	-69.39609798
-26.68598535	-51.70855688	-66.64583255
-26.67422538	-51.66847648	-66.23844131
-26.68806571	-51.60672608	-65.46317697
-26.68975587	-51.54997562	-67.62153672
-26.74692544	-51.72700730	-65.43697470
-26.74739567	-51.66341675	-66.35270919
-26.75242584	-51.61530638	-66.76330845
-26.74072607	-51.55144590	-69.94288978
-26.79020565	-51.71661737	-66.61829367
-26.79411585	-51.66597702	-68.21767690
-26.79606607	-51.60077648	-69.64030088
-26.80150630	-51.53897605	-75.45062687
-26.84339575	-51.74772784	-68.01501247
-26.85453599	-51.68050739	-70.85382408
-26.82989623	-51.59797660	-70.45807407
-26.85939651	-51.54313632	-77.15603639
-26.90536602	-51.72519793	-68.19331459
-26.90786629	-51.65577739	-68.35403362
-26.89923646	-51.59199686	-73.00266419
-26.90886669	-51.53966653	-78.10756649
-26.95256610	-51.74508829	-68.49581252
-26.96278645	-51.66033772	-71.02609912
-26.96056666	-51.61177731	-74.23915351
-26.95728683	-51.55213683	-79.81673234
-26.95528706	-51.48883632	-82.07754739
-26.95881732	-51.42500584	-85.48703594
-26.94853745	-51.35713526	-89.29551994
-26.97270775	-51.30758500	-99.52683726
-26.91222688	-51.49163614	-82.90601999
-26.90828707	-51.42183560	-86.39894529
-26.90511729	-51.36472518	-87.73340998
-26.91809758	-51.31419482	-93.89442750
-26.85753670	-51.48186581	-81.90184095
-26.84150683	-51.42338531	-86.37507668
-26.84728712	-51.36133481	-88.65790132
-26.85420737	-51.31083449	-90.03550780
-26.79931644	-51.49066567	-78.53756413
-26.80250671	-51.42544517	-85.62799785
-26.79136697	-51.35747457	-87.41911906
-26.79509713	-51.29727409	-89.61247469
-26.72103629	-51.47872519	-72.88726367
-26.74097644	-51.43527495	-79.86826294
-26.73559670	-51.36183431	-84.51709447
-26.74111697	-51.29680385	-86.48655265
-26.69139613	-51.48400513	-71.16088946
-26.69070640	-51.41652457	-77.63348569
-26.68525656	-51.36063415	-80.58885135
-26.68625678	-51.30102370	-85.22496674
-26.62764595	-51.48461479	-71.76764995
-26.63364613	-51.41925438	-75.96232127
-26.65325645	-51.34947392	-79.64404541
-26.63448655	-51.30580346	-79.79374181
-26.57923571	-51.48650467	-72.32980117
-26.56964599	-51.41913404	-75.75954435
-26.57956607	-51.39047387	-77.96561777
-26.58922646	-51.30458322	-81.74400412
-26.52423559	-51.47741437	-71.91134638
-26.52770579	-51.41833387	-74.87501313
-26.52909604	-51.36577350	-78.74586179
-26.52492623	-51.30061296	-82.37834065
-26.45439539	-51.46769391	-71.26811188
-26.47850567	-51.42150369	-72.87467097
-26.46761586	-51.35608318	-77.56383857
-26.46723604	-51.29458267	-80.26495244
-26.41056514	-51.49300392	-72.25038199
-26.42314545	-51.42622348	-72.71825898
-26.41478566	-51.36236295	-76.09094385
-26.41625585	-51.29705245	-81.07427401
-26.37364507	-51.47841367	-75.00038537
-26.36703527	-51.41944322	-75.41600623
-26.35956549	-51.35163260	-73.96666725
-26.36970569	-51.30566231	-78.29125423
-26.30664487	-51.46836332	-78.57923236
-26.30914503	-51.41877296	-78.45975703
-26.31100523	-51.36227248	-73.82081817
-26.30192546	-51.29888194	-75.17355903
-26.26303458	-51.50436345	-80.80055425
-26.27048500	-51.40011266	-78.79062567
-26.25509500	-51.37377232	-78.50604003
-26.25736525	-51.30063184	-77.13320768
-26.19678449	-51.47763292	-83.45999199
-26.18520466	-51.41758245	-84.76390635
-26.20103494	-51.35633197	-83.12262507
-26.20595511	-51.30174156	-79.59609801
-26.14734426	-51.48013273	-84.02618868
-26.14856452	-51.41955226	-86.19734267
-26.14620472	-51.36172184	-84.37079429
-26.14647497	-51.29311126	-79.98429215
-26.09425409	-51.47811252	-84.14436937
-26.10228436	-51.41408199	-86.53532062
-26.11289455	-51.36666172	-82.90437109
-26.08853471	-51.30136108	-80.23506866
-26.03856381	-51.49530234	-83.15807532
-26.05242425	-51.39825167	-86.07220696
-26.02745423	-51.36625133	-83.84019539
-26.04448450	-51.30769095	-79.85648609
-26.04148481	-51.22422024	-79.07812047
-26.03520485	-51.19269000	-77.80226679
-26.03131503	-51.14196959	-78.60436162
-26.02742535	-51.05598885	-81.49176531
-26.09814495	-51.24052069	-80.95277896
-26.09173519	-51.17155011	-84.53514596
-26.09736538	-51.11593966	-85.03288750
-26.09464551	-51.06360923	-83.85451297
-26.14742513	-51.23433085	-81.47050991
-26.14328532	-51.17805032	-80.85799549
-26.14661556	-51.11668991	-84.77959069
-26.15478590	-51.03190922	-88.12821231
-26.20156529	-51.24161109	-78.96195695
-26.19711550	-51.18144065	-84.59805583
-26.19517572	-51.11474010	-85.87054019
-26.19881599	-51.05415963	-86.91561209
-26.23617543	-51.24875127	-78.55771386
-26.25572571	-51.17700078	-84.35687294
-26.24409584	-51.12308037	-83.82332433
-26.25506612	-51.06496993	-86.80305350
-26.31581570	-51.25541170	-79.89075072
-26.30831581	-51.19172114	-83.10637908
-26.30247607	-51.11575055	-87.53550807
-26.29964632	-51.05488009	-90.60597271
-26.36709587	-51.24408182	-81.20135249
-26.37070611	-51.18638140	-84.18696819
-26.36959631	-51.11733082	-86.93235669
-26.36334653	-51.05505035	-90.96902240
-26.43164614	-51.23441204	-83.89271398
-26.41467621	-51.17922154	-83.07363273
-26.41836655	-51.10577099	-86.32370829
-26.41664669	-51.06580064	-88.06653251
-26.46389622	-51.23741217	-83.79075696
-26.46517646	-51.18036177	-83.94622436
-26.46234663	-51.12633123	-86.15445135
-26.46823686	-51.06580084	-87.72037679
-26.52225640	-51.25072259	-82.34888069
-26.53150673	-51.16955194	-83.60906034
-26.52620679	-51.13505167	-85.59727405
-26.52889703	-51.06641105	-86.52805243
-26.57556654	-51.25827286	-84.07636964
-26.58045678	-51.19619238	-84.96839591
-26.58261709	-51.12230183	-85.57992783
-26.58659723	-51.06961136	-87.18428516
-26.62422675	-51.24550293	-84.66547664
-26.63300693	-51.20377264	-85.54346377
-26.63486717	-51.13455207	-82.98009236
-26.63028741	-51.05444145	-90.19434364
-26.69859705	-51.23944320	-86.02544358
-26.68700714	-51.19669277	-84.60591730
-26.69439741	-51.12619225	-88.25140936
-26.69628768	-51.05961179	-96.33651494
-26.74192710	-51.26291362	-88.45159563
-26.74234739	-51.17655291	-86.80379155
-26.75423766	-51.11122248	-96.85033481
-26.73842782	-51.06705201	-101.63323344
-26.79459733	-51.24474373	-89.18933563
-26.80095761	-51.17386319	-93.10415144
-26.81378786	-51.12763283	-100.56801137
-26.78486795	-51.06647225	-103.87321923
-26.84972760	-51.24041387	-96.31540476
-26.84270773	-51.17477339	-96.87669342
-26.85228798	-51.11777299	-103.56728610
-26.85089821	-51.06125250	-108.36726766
-26.90392777	-51.24055412	-95.67116113
-26.91014798	-51.17983372	-103.46578234
-26.91089829	-51.11202320	-107.85268800
-26.90195844	-51.06183268	-108.95689771
-26.95423796	-51.23811433	-105.26124642
-26.95350818	-51.17577391	-108.01563091
-26.95286837	-51.11947345	-109.36796561
-26.95550861	-51.05422291	-106.16304116
-27.49934853	-51.57988958	-81.36147176
-26.05378553	-51.00901862	-85.09953140
-26.14970599	-51.00093899	-90.27124043
-26.25500630	-51.00557951	-88.57098502
-26.31472651	-51.00376971	-91.52819792
-26.51992723	-51.00630064	-90.08839274
-26.05231574	-50.94810808	-89.39441397
-26.04361618	-50.81624705	-89.85224739
-26.03884638	-50.76210662	-90.49151862
-26.08934573	-50.99618868	-90.88408890
-26.09778600	-50.93860823	-91.09522481
-26.09806619	-50.87771776	-91.04792345
-26.09203642	-50.81393727	-91.83060363
-26.09631665	-50.75771684	-88.58214058
-26.14261616	-50.93751846	-91.99555078
-26.14645639	-50.87257790	-92.57224528
-26.15000657	-50.82454754	-91.70180407
-26.15159680	-50.76782717	-90.64644135
-26.19831610	-51.00029920	-88.41529294
-26.20456633	-50.94082875	-91.53676350
-26.20459657	-50.87737825	-90.56390525
-26.20420682	-50.82007778	-93.07212634
-26.20123700	-50.76207726	-91.01196297
-26.25564661	-50.93035888	-89.77506948
-26.24659680	-50.87404837	-89.55999045
-26.25475697	-50.82140803	-89.83125131
